,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
31,598.000 €,3," 85,80 m²",Straße nicht freigegeben,80687 München  (Laim),Gewerblicher,Wohnungslage4. GeschossBezugnach Vereinbarung,EnergieausweistypVerbrauchsausweis,"Bad mit Wanne, Gäste-WC Balkon barrierefrei Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1956 Personenaufzug ,1956,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1956Endenergieverbrauch 147,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,Das Anwesen liegt im Stadtteil München Laim ca. 6 km Entfernung zum Zentrum Marienplatz. In der näheren Umgebung befindet sich überwiegend mehrgeschossige Wohnbebauung in geschlossener und offener Bauweise. Der S-Bahnhof Laim liegt ca. 200 Meter vom Haus entfernt. In der näheren Umgebung befindet sich darüber hinaus der...,,,,,,,,,,,,,,
32,1.675.000 €,"4,5"," 158,15 m²",Straße nicht freigegeben,80807 München  (Milbertshofen-Am Hart),Gewerblicher,Wohnungslage4. Geschoss (Dachgeschoss),EnergieausweistypBedarfsausweis,Terrasse Einbauküche Zustand: gepflegt ,Baujahr: 2016 Personenaufzug ,2016,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeGültigkeit bis 19.08.2028 EffizienzklasseCEndenergiebedarf 82,70 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Ruhige und gewachsene Wohnlage nahe des Petuelparks. Sehr gute Infrastruktur und ideale öffentliche Verkehrsverbindung durch die Buslinie N41, durch die U-Bahn mit den Linien U2 und U3 sowie durch die Straßenbahnlinien 12 und 28. Zahlreiche Geschäfte des täglichen Bedarfs sind in unmittelbarer Nähe. Kitas, Kindergärten und...",,,,,,,,,,,,,,
33,310.000 €,1, 32 m²,Straße nicht freigegeben,80809 München  (Milbertshofen-Am Hart),Gewerblicher,Wohnungslage8. GeschossBezugsofort,Bezugsofort,"Bad mit Wanne Loggia barrierefrei Böden: Fliesenboden, Parkett Zustand: renoviert / saniert ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerFernwärmeGültigkeit 13.11.2017 bis 12.11.2027 EffizienzklasseFEndenergieverbrauch 165,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,Das Gebäude wurde innerhalb des Olympiaprojekts anlässlich der Olympischen Sommerspiele 1972 erbaut und wurde dadurch weltbekannt. In unmittelbarer Nähe befindet sich die U-Bahn-Haltestelle Olympiazentrum sowie verschiedene Buslinien mit optimaler Anbindung an die Innenstadt. In ca. zehn Minuten erreicht man die Universität...,,,,,,,,,,,,,,
34,389.000 €,2," 59,94 m²",Straße nicht freigegeben,81245 München  (Pasing-Obermenzing),Gewerblicher,Derzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1996 1 Stellplatz ,1996,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1996Wesentliche EnergieträgerGASGültigkeit bis 08.12.2029 EffizienzklasseCEndenergieverbrauch 84,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,Obermenzing liegt westlich von Nymphenburg und nördlich von Pasing. Insgesamt grenzt Obermenzing gar an acht Stadtteile. Mitten durch den Stadtteil führen die Zubringer zur Autobahn A 8 München-Stuttgart. Obermenzing ist direkt über die S-2 Richtung Petershausen an das städtische Verkehrsnetz angebunden.,,,,,,,,,,,,,,
35,649.000 €,2," 66,38 m²",Straße nicht freigegeben,81541 München  (Au-Haidhausen),Gewerblicher,Wohnungslage1. GeschossBezug01.01.2023,Bezug01.01.2023,"Bad mit Wanne Loggia Einbauküche, offene Küche Böden: Holzdielen Fenster: Kunststofffenster Weitere Räume: Kelleranteil ",Baujahr: 1956 ,1956,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1956Wesentliche EnergieträgerGasGültigkeit 12.03.2014 bis 12.03.2024 Endenergieverbrauch 90,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,Sämtliche Geschäfte des täglichen Bedarfs befinden sich in unmittelbarer Umgebung und sind bequem zu Fuß zu erreichen. Ein Edeka befindet sich in der gleichen Straße. Das nahegelegene Isarhochufer ist nur wenige Gehminuten vom Objekt entfernt und verspricht einen hohen Freizeit und Erholungswert. Die Münchner...,,,,,,,,,,,,,,
36,829.000 €,2," 49,18 m²",Gabrielenstr. 3,80636 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage2. GeschossBezugAnfang 2024,BezugAnfang 2024,Bad mit Dusche Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2021 Zustand: Neubau Personenaufzug ,2021,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2021Wesentliche EnergieträgerFernwärmeEffizienzklasseBEndenergiebedarf 63,10 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"KRAFTVOLLER STANDORT. AUTHENTISCHER CHARAKTER. Das St.-Vinzenz-Viertel ist nahbar und weltgewandt, persönlich und pulsierend zugleich. Sein ursprüngliches Münchner Flair und die vitale Ausstrahlung verleihen dem lebenswerten Viertel in Neuhausen kosmopolitischen Charakter. Hier genießt man ein großstädtisches Angebot in...",,,,,,,,,,,,,,
37,340.000 €,1," 38,10 m²",Straße nicht freigegeben,80687 München  (Laim),Gewerblicher,Wohnungslage6. GeschossBezugsofort,Bezugsofort,"Bad mit Fenster und Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1973 Personenaufzug 1 Stellplatz: Tiefgarage ,1973,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerFernwärmeGültigkeit bis 19.03.2024 Endenergieverbrauch 115,23 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Der beliebte und lebendige Stadtteil Laim/Westend liegt westlich des Münchner Stadtzentrums und besticht vor allem aufgrund seiner idealen Infrastruktur. Sämtliche Geschäfte des täglichen Bedarfs sind fußläufig bequem erreichbar. Wie z.B. ein Drogeriemarkt, ein Lebensmittelmarkt, eine Apotheke und eine Metzgerei in der...",,,,,,,,,,,,,,
38,364.999 €,2," 44,10 m²",Max-Kolbe-Allee 21,81739 München  (Ramersdorf-Perlach),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Bad mit Dusche Balkon Böden: Laminat Fenster: Kunststofffenster Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1990 1 Stellplatz: Tiefgarage Serviceleistungen: Reinigungsservice ,1990,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1190Gültigkeit bis 04.07.2028 EffizienzklasseCEndenergieverbrauch 94,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,1A-LageMünchen - die Weltstadt mit Herz geprägt von Parks und Flüssen. Es gibt nichts was Sie hier nicht haben... die Nähe zu den Alpen... das Oktoberfest... die Fashion Week... das bayrische Hofbräuhaus.... der Rekordmeister des deutschen Fußballs... surfen auf der Isar... eine wunderschöne Stadt mit hohem...,,,,,,,,,,,,,,
39,849.000 €,3," 90,50 m²",Straße nicht freigegeben,81825 München / Trudering  (Trudering-Riem),Gewerblicher,WohnungslageErdgeschossBezugnach VereinbarungDerzeitige Nutzungvermietet,Bezugnach Vereinbarung,Terrasse Einbauküche Ausstattung: neuwertig Anschlüsse: Kabelanschluss ,Baujahr: 2006 Personenaufzug 1 Stellplatz: Tiefgarage ,2006,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2006Wesentliche EnergieträgerGASGültigkeit bis 12.11.2025 EffizienzklasseCEndenergieverbrauch 91,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Die traumhafte und ruhige Gartenwohnung befindet sich in Waldtrudering, eine der gefragtesten Lagen im Münchner Südosten.Die Lage zeichnet sich durch hohe Wohnqualität und einer perfekten Infrastruktur aus. Alle Einkaufsmöglichkeiten für den täglichen Bedarf, Kindergärten, Schulen befinden sich in unmittelbaren...",,,,,,,,,,,,,,
40,460.000 €,"2,5", 71 m²,Straße nicht freigegeben,81373 München  (Sendling-Westpark),Gewerblicher,Wohnungslage1. GeschossBezugvermietetDerzeitige Nutzungvermietet,Bezugvermietet,"Balkon Böden: Fliesenboden, Teppichboden Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Wasch-Trockenraum ",Baujahr: 1973 Personenaufzug ,1973,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1973Wesentliche EnergieträgerGasGültigkeit seit 12.11.2018 EffizienzklasseFEndenergieverbrauch 177,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Nur wenige Schritte sind es bis in den Westpark, einer herrlichen Grünanlage mit Biergärten, Seen, Freizeit und Sportanlagen.",,,,,,,,,,,,,,
41,595.000 €,2," 79,76 m²",Straße nicht freigegeben,81377 München / Westpark  (Sendling-Westpark),Gewerblicher,Wohnungslage1. GeschossBezugsofort,Bezugsofort,Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1975 ,1975,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1975Wesentliche EnergieträgerGASGültigkeit bis 04.12.2028 EffizienzklasseCEndenergieverbrauch 91,20 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Verkehrsgünstige Lage, Bus 51 und 151 mit Verbindung zur U6 in unmittelbarer Nähe, sehr gut zu Fuß zu erreichen.Alle Einkaufsmöglichkeiten für den täglichen Bedarf sind gleich um die Ecke. Verkehrsgünstige Anbindung mit dem Kfz: zur Innenstadt ca. 15 Minuten, zur Autobahn A 96 nur 5 Minuten.  Die U-Bahnstation...",,,,,,,,,,,,,,
42,2.395.000 €,4, 142 m²,Straße nicht freigegeben,81675 München  (Au-Haidhausen),Gewerblicher,KategorieMaisonetteWohnungslageErdgeschossBezugnach Absprache,WohnungslageErdgeschoss,"Bad mit Wanne und Dusche, Gäste-WC Balkon, Garten, Terrasse offene Küche Ausstattung: neuwertig Weitere Räume: Abstellraum ",Baujahr: 2016 Personenaufzug 1 Stellplatz: Tiefgarage ,2016,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2014Gültigkeit bis 11.05.2025 EffizienzklasseAEndenergiebedarf 10,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Herzlich Willkommen in Haidhausen! Eines der beliebtesten Wohnviertel und Inbegriff für anspruchsvolles, schönes und zentrales Wohnen in München. Fußläufig zum Prinzregententheater, dem Prinzregentenbad - im Winter ein Eislaufplatz- dem Isarhochufer und umgeben von geschichtsträchtigen Bauten, wie dem Maximilianeum...",,,,,,,,,,,,,,
43,1.098.000 €,4," 97,36 m²",Straße nicht freigegeben,80798 München  (Maxvorstadt),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,Gäste-WC Balkon ,Baujahr: 1960 Personenaufzug ,1960,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 09.08.2030 Endenergieverbrauch 96,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Maxvorstadt ist einer der begehrtesten Stadtteile im Zentrum der Landeshauptstadt und als Studenten-, Akademiker- und Künstlerviertel mit einer gesunden Mischung aus jüngeren und älteren Menschen bekannt. Die angebotene Wohnung befindet sich in einer wenig befahrenen Seitenstrasse (Einbahnstrasse) in unmittelbarer Nähe...",,,,,,,,,,,,,,
44,6.300.000 €,6, 250 m²,Straße nicht freigegeben,80538 München  (Altstadt-Lehel),Gewerblicher,WohnungslageDachgeschoss,,Gäste-WC Terrasse Einbauküche Weitere Räume: Kelleranteil ,3 Stellplätze ,,,,Bestage Lehel zwischen Isarauen und Englischem Garten.,,,,,,Stellplätze,,,,,,,,
45,889.000 €,4," 93,57 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,WohnungslageErdgeschoss,,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Altbau,,,,,,,,,,
46,849.900 €,3," 80,80 m²",Industriestraße 30,81245 München  (Aubing-Lochhausen-Langwied),Gewerblicher,KategorieApartmentWohnungslage2. Geschoss,Wohnungslage2. Geschoss,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,2022,,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",,,,,,,,,,,,,,
47,995.000 €,2," 90,26 m²",Straße nicht freigegeben,80638 München  (Neuhausen-Nymphenburg),Gewerblicher,WohnungslageErdgeschossBezugnach Vereinbarung,Bezugnach Vereinbarung,"Garten, Terrasse Einbauküche Ausstattung: neuwertig Weitere Räume: Kelleranteil Haustiere erlaubt ",Baujahr: 1993 Personenaufzug 1 Stellplatz: Garage ,1993,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2005Gültigkeit bis 29.11.2027 Endenergieverbrauch 132,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung liegt in einem der schönsten Viertel von München, dem Ortsteil Nymphenburg-Gern.Das vornehme Viertel Neuhausen-Nymphenburg-Gern erstreckt sich von der Waisenhausstraße bis zum Schlosspark des Schlosses Nymphenburg mit dem angrenzenden Botanischen Garten. Der Hirschgarten mit großem Biergarten sowie auch der...",,,,,,,,,,,,,,
48,235.000 €,1, 32 m²,Straße nicht freigegeben,81677 München  (Bogenhausen),Gewerblicher,Wohnungslage1. Geschoss,,Einbauküche Weitere Räume: Kelleranteil ,Personenaufzug ,,,,liegt zwischen Au-Haidhausen und Bogenhausen,,,,,,,,,,,,,,
49,2.500.000 €,5," 185,80 m²",Straße nicht freigegeben,81477 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschoss,EnergieausweistypBedarfsausweis,"Garten, Terrasse, Gartenanteil Böden: Parkett Weitere Räume: Kelleranteil ",Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage ,,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2024EffizienzklasseA+Endenergiebedarf 16,80 kWh/(m²·a)  ",EnergieträgerElektro,"Als typischer Münchner Stadtteil, liegt Sendling-Westpark in direkter Nachbarschaft zu Mittersendling, Solln, Forstenried und Thalkirchen.Wie die Weltstadt mit Herz verbindet er traditionelle Münchner Lebensart mit urbaner Lebensqualität. Natur, Freizeit und gute Einkaufsmöglichkeiten - alles liegt in unmittelbarer...",,,,Neubau,,,,,,,,,,
50,750.000 €,3," 98,33 m²",Straße nicht freigegeben,81825 München  (Trudering-Riem),Gewerblicher,KategorieTerrassenwohnungWohnungslageErdgeschossBezugab sofort,WohnungslageErdgeschoss,"Bad mit Wanne und Dusche Garten, Terrasse Einbauküche Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2009 1 Stellplatz ,2009,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2009Wesentliche EnergieträgerGasEffizienzklasseCEndenergiebedarf 75,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Die Wohnung befindet sich idyllisch gelegen im beliebten Münchner Stadtteil Gartenstadt-Trudering. Die grüne Lage und die familienfreundliche Umgebung garantieren zudem eine sehr gute Anbindung an die öffentlichen Verkehrsmittel und eine optimale Versorgung mit diversen Einkaufsmöglichkeiten.Diese sind in einem Radius...,,,,,,,,,,,,,,
51,315.000 €,"1,5", 38 m²,Straße nicht freigegeben,81377 München / Westpark  (Sendling-Westpark),Gewerblicher,KategorieMaisonetteWohnungslage6. GeschossBezugnach AbspracheDerzeitige Nutzungvermietet,Wohnungslage6. Geschoss,Anschlüsse: Kabelanschluss ,Baujahr: 1940 ,1940,EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGASGültigkeit bis 24.06.2018 EffizienzklasseB,EnergieträgerGasHeizungsartEtagenheizung,Die Maisonette-Wohnung besticht durch seine ausgezeichnete Lage in Sendling-Westpark angrenzend zum Südpark. Im Hinterhof  des Hauses kommen durch die Grünfläche und den Kinderspielplatz selbst unsere Kleinsten auf Ihre Kosten.Nicht umsonst gehören der Süd- und Westpark zu den beliebtesten Erholungsgebieten in München...,,,,,,,,,,,,,,
52,989.900 €,2," 79,30 m²",Thuillestraße 4,81247 München  (Pasing-Obermenzing),Gewerblicher,KategorieApartmentWohnungslage1. GeschossBezugSommer 2023,Wohnungslage1. Geschoss,"Bad mit Fenster und Dusche Garten, Terrasse Böden: Parkett Zustand: Erstbezug ",Zustand: Neubau 1 Stellplatz: Duplex ,,,,"Aus der Vogelperspektive wird am besten deutlich, warum Obermenzing seit Jahrzehnten zu den beliebtesten und gefragtesten Wohnvierteln Münchens gehört. Der Stadtteil hat sich teilweise seine dörfliche Struktur bewahrt, er ist  geprägt von viel Grün, entlang der natürlich fließenden Würm, des traditionellen Nymphenburger...",,,,Neubau,,,,,,,,,,
53,485.000 €,2, 49 m²,Straße nicht freigegeben,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. GeschossBezugauf Anfrage,Bezugauf Anfrage,Balkon Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 2011 Personenaufzug ,2011,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2008EffizienzklasseCEndenergieverbrauch 88,00 kWh/(m²·a)  - Warmwasser enthalten ",HeizungsartZentralheizung,"Freiham ist ein Neubaugebiet im Westen von München, das seit dem Jahr 2006 auf etwa 350 ha bebaut wird und zählt damit zu einem der größten Stadterweiterungsgebiete. Im Frühjahr 2011 lobte die Stadt München einen städtebaulichen und landschaftsplanerischen Wettbewerb (1. Realisierungsabschnitt), in Jahr 2017 für Freiham Nord...",,,,,,,,,,,,,,
54,565.000 €,2, 58 m²,Straße nicht freigegeben,80804 München  (Schwabing-West),Gewerblicher,,,,,,,,"Wohnung Nr. 6 im 1. OG rechts, 58 m² Wfl., bestehend aus Flur, Schlafzimmer, Abstellkammer, Bad/WC, Küche, Wohnzimmer und Balkon, sowie Kellerraum (5,6 m² Nfl.), Bj. 1957, Modernisierung 1995 (Treppenhausfenster), 2009/10 (Hauseingangs- und Kellertüre) und 2015-17 (Brandschutztüren im KG, Fassade, Balkone)Bitte...",,,,,,,,,,,,,,
55,649.000 €,3," 60,78 m²",Straße nicht freigegeben,80636 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage3. GeschossBezugsofort,Bezugsofort,"Bad mit Dusche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 1880 Zustand: Altbau (bis 1945) Personenaufzug ,1880,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1880Wesentliche EnergieträgerErdgas leichtGültigkeit 13.12.2018 bis 12.12.2028 EffizienzklasseFEndenergiebedarf 175,30 kWh/(m²·a)  ",HeizungsartEtagenheizung,,,,,,,,,,,,,,,
56,450.000 €,3," 69,68 m²",Straße nicht freigegeben,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage6. GeschossBezugab sofort,Bezugab sofort,"Bad mit Wanne Loggia Böden: Fliesenboden, Laminat, Linoleum Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1968 Personenaufzug ,1968,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1968Wesentliche EnergieträgerAlternative EnergieträgerGültigkeit 28.11.2018 bis 27.11.2028 EffizienzklasseCEndenergieverbrauch 82,40 kWh/(m²·a)  - Warmwasser enthalten ",HeizungsartZentralheizung,"Aubing liegt am westlichen Stadtrand von München. Der Stadtteil Aubing besteht aus den Ortsteilen Altaubing, Neu-Aubing, Westkreuz und Freiham. Aubing verfügt über eine ausgezeichnete Infrastruktur mit zahlreichen Einkaufsmöglichkeiten zur Deckung des täglichen Bedarfs. Laut aktueller Presse wird hier in den nächsten Jahren...",,,,,,,,,,,,,,
57,325.700 €,1," 37,70 m²",Straße nicht freigegeben,81825 München  (Trudering-Riem),Gewerblicher,Wohnungslage1. GeschossBezugsofort,Bezugsofort,Bad mit Fenster und Dusche Balkon Einbauküche Fenster: Kunststofffenster Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1989 1 Stellplatz: Tiefgarage ,1989,,EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Trudering im Münchner Osten zählt schon seit Jahrzehnten zu den erstklassigen Adressen in der Landeshauptstadt. Trudering bietet eine hohe Lebensqualität durch viel Grün und einer perfekten Infrastruktur. Außerdem befindet man sich nur wenige Kilometer von der Innenstadt entfernt in der man Kunst, Kultur, Oper...",,,,,,,,,,,,,,
