,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
48,,Einbauküche Weitere Räume: Kelleranteil ,Personenaufzug ,,liegt zwischen Au-Haidhausen und Bogenhausen,235000.0,1,32.0,81677,(Bogenhausen),Gewerblicher,,,1,
49,,"Garten, Terrasse, Gartenanteil Böden: Parkett Weitere Räume: Kelleranteil ",Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage ,EnergieträgerElektro,"Als typischer Münchner Stadtteil, liegt Sendling-Westpark in direkter Nachbarschaft zu Mittersendling, Solln, Forstenried und Thalkirchen.Wie die Weltstadt mit Herz verbindet er traditionelle Münchner Lebensart mit urbaner Lebensqualität. Natur, Freizeit und gute Einkaufsmöglichkeiten - alles liegt in unmittelbarer...",2500000.0,5,185.8,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,,New,Ground,
50,,"Bad mit Wanne und Dusche Garten, Terrasse Einbauküche Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2009 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,Die Wohnung befindet sich idyllisch gelegen im beliebten Münchner Stadtteil Gartenstadt-Trudering. Die grüne Lage und die familienfreundliche Umgebung garantieren zudem eine sehr gute Anbindung an die öffentlichen Verkehrsmittel und eine optimale Versorgung mit diversen Einkaufsmöglichkeiten.Diese sind in einem Radius...,750000.0,3,98.33,81825,(Trudering-Riem),Gewerblicher,2009,,Ground,
51,,Anschlüsse: Kabelanschluss ,Baujahr: 1940 ,EnergieträgerGasHeizungsartEtagenheizung,Die Maisonette-Wohnung besticht durch seine ausgezeichnete Lage in Sendling-Westpark angrenzend zum Südpark. Im Hinterhof  des Hauses kommen durch die Grünfläche und den Kinderspielplatz selbst unsere Kleinsten auf Ihre Kosten.Nicht umsonst gehören der Süd- und Westpark zu den beliebtesten Erholungsgebieten in München...,315000.0,1.5,38.0,81377,/,Gewerblicher,1940,,6,
52,Thuillestraße 4,"Bad mit Fenster und Dusche Garten, Terrasse Böden: Parkett Zustand: Erstbezug ",Zustand: Neubau 1 Stellplatz: Duplex ,,"Aus der Vogelperspektive wird am besten deutlich, warum Obermenzing seit Jahrzehnten zu den beliebtesten und gefragtesten Wohnvierteln Münchens gehört. Der Stadtteil hat sich teilweise seine dörfliche Struktur bewahrt, er ist  geprägt von viel Grün, entlang der natürlich fließenden Würm, des traditionellen Nymphenburger...",989900.0,2,79.3,81247,(Pasing-Obermenzing),Gewerblicher,,New,1,
53,,Balkon Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 2011 Personenaufzug ,HeizungsartZentralheizung,"Freiham ist ein Neubaugebiet im Westen von München, das seit dem Jahr 2006 auf etwa 350 ha bebaut wird und zählt damit zu einem der größten Stadterweiterungsgebiete. Im Frühjahr 2011 lobte die Stadt München einen städtebaulichen und landschaftsplanerischen Wettbewerb (1. Realisierungsabschnitt), in Jahr 2017 für Freiham Nord...",485000.0,2,49.0,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,2011,,1,Nach Vereinbarung
54,,,,,"Wohnung Nr. 6 im 1. OG rechts, 58 m² Wfl., bestehend aus Flur, Schlafzimmer, Abstellkammer, Bad/WC, Küche, Wohnzimmer und Balkon, sowie Kellerraum (5,6 m² Nfl.), Bj. 1957, Modernisierung 1995 (Treppenhausfenster), 2009/10 (Hauseingangs- und Kellertüre) und 2015-17 (Brandschutztüren im KG, Fassade, Balkone)Bitte...",565000.0,2,58.0,80804,(Schwabing-West),Gewerblicher,,,,
55,,"Bad mit Dusche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 1880 Zustand: Altbau (bis 1945) Personenaufzug ,HeizungsartEtagenheizung,,649000.0,3,60.78,80636,(Neuhausen-Nymphenburg),Gewerblicher,1880,,3,Sofort
56,,"Bad mit Wanne Loggia Böden: Fliesenboden, Laminat, Linoleum Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1968 Personenaufzug ,HeizungsartZentralheizung,"Aubing liegt am westlichen Stadtrand von München. Der Stadtteil Aubing besteht aus den Ortsteilen Altaubing, Neu-Aubing, Westkreuz und Freiham. Aubing verfügt über eine ausgezeichnete Infrastruktur mit zahlreichen Einkaufsmöglichkeiten zur Deckung des täglichen Bedarfs. Laut aktueller Presse wird hier in den nächsten Jahren...",450000.0,3,69.68,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,1968,,6,Sofort
57,,Bad mit Fenster und Dusche Balkon Einbauküche Fenster: Kunststofffenster Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1989 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Trudering im Münchner Osten zählt schon seit Jahrzehnten zu den erstklassigen Adressen in der Landeshauptstadt. Trudering bietet eine hohe Lebensqualität durch viel Grün und einer perfekten Infrastruktur. Außerdem befindet man sich nur wenige Kilometer von der Innenstadt entfernt in der man Kunst, Kultur, Oper...",325700.0,1,37.7,81825,(Trudering-Riem),Gewerblicher,1989,,1,Sofort
58,,"Bad mit Wanne Böden: Fliesenboden, Parkett Zustand: gepflegt ",Baujahr: 1957 ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Bitte beachten Sie hierzu unser beigefügtes Lage-Exposé!Die Maxvorstadt ist architektonisch und kulturell eines der sehenswertesten Stadtviertel Münchens. Das Ensemble aus Königsplatz, Pinakotheken und Siegestor gehört zu den baulichen Highlights der Stadt. Zudem befinden sich hier neben etlichen Museen die beiden...",359000.0,1,28.3,80333,(Maxvorstadt),Gewerblicher,1957,,,
59,,"Bad mit Fenster und Wanne, Gäste-WC Balkon Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1910 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerGasHeizungsartEtagenheizung,"Das herrschaftliche Jugendstildenkmal steht in Bestlage Bogenhausen - Herzogpark, nur 3 Gehminuten entfernt vom Kufsteiner Platzsowie in unmittelbarer Isarnähe. Die Lage gehört zu den begehrtesten und elitärsten Adressen in München.Verschiedene Geschäfte des täglichen Bedarfs sind in wenigen Minuten fußläufig...",2638000.0,6,182.08,81679,(Bogenhausen),Gewerblicher,1910,,3,
60,Hochstr. 75,Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2022 1 Stellplatz ,,"Am Isarhochufer - Mitten in der City mit grenzenlosen Möglichkeiten, dennoch naturnah!",1774000.0,4,104.0,81541,/,Gewerblicher,2022,,3,2023
61,,Einbauküche Ausstattung: möbliert ,Baujahr: 1984 Personenaufzug ,,"Der Stadtbezirk 3 der Landeshauptstadt München ist die Maxvorstadt, welche im Norden an Schwabing-Freimann und Schwabing-West, im Nordwesten an Neuhausen-Nymphenburg und im Süden an die Ludwigsvorstadt-Isarvorstadt sowie die Altstadt angrenzt. Sowohl architektonisch als auch kulturell gesehen ist die Maxvorstadt eines der...",710000.0,2,42.0,80335,(Maxvorstadt),Gewerblicher,1984,,,
62,,Gäste-WC Terrasse Einbauküche Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 1972 Personenaufzug 2 Stellplätze: Garage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Zu den Olympischen Spielen im Jahr 1972 wurden das Olympische Dorf und der Olympiapark mit dem Turm, dem einzigartigen Stadion und den Sportanlagen in München-Milbertshofen gebaut. Dieser Stadtteil liegt zentral im Nordwesten der Metropole zwischen Schwabing-West und Moosach. Diese attraktive Lage wird auch durch die...",3640000.0,5,302.0,80809,(Milbertshofen-Am,Gewerblicher,1972,,,Sofort
63,Stroblstraße 24,Weitere Räume: Kelleranteil Haustiere erlaubt ,,EnergieträgerGasHeizungsartZentralheizung,"Der Münchner Stadtteil Laim besticht durch eine harmonische Bautenvielfalt, die den großen Reiz dieses Stadtviertels ausmacht. Ältere Wohnanlagen, kleine Mehrfamilienhäuser in ruhigen Innenhöfen und Straßenzüge mit überwiegend Einfamilienhäusern prägen das Stadtbild. Kleine Parkanlagen, ansprechende Geschäfte, Kinos und...",435900.0,2,45.0,80689,(Laim),Gewerblicher,,,,
64,,Gäste-WC Garten Einbauküche barrierefrei Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2018 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerGasHeizungsartZentralheizung,"Luft zum Atmen, City-Feeling, Freizeitwert und Lebensqualität! Die angebotene Wohnung befindet sich in einer erst im Jahre 2018 fertiggestellten in modern-puristischem Baustil errichteten Wohnanlage im beliebten Stadtteil Thalkirchen-Obersendling. Die Gegend besticht durch einen idealen Mix aus Wohnen, Arbeiten, Freizeit...",1365000.0,4,125.32,81379,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2018,,Ground,2023
65,,Terrasse ,Baujahr: 1972 1 Stellplatz Wellness: Swimming-Pool ,EnergieträgerGasHeizungsartZentralheizung,Der Stadtteil Harlaching gehört zweifelsohne zu einer der begehrtesten Wohnlagen im Süden der Landeshauptstadt München. Dies liegt neben dem repräsentativen und gehobenen Wohnwert nahe des Isarhochufers auch an der vorhandenen guten Infrastruktur. Die umliegende Bebauung ist von großzügigen Villen und parkähnlichen...,1850000.0,4,185.0,81545,(Untergiesing-Harlaching),Gewerblicher,1972,,2,
66,,Bad mit Wanne Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1902 Zustand: Altbau (bis 1945) ,EnergieträgerGasHeizungsartEtagenheizung,"Leicht ländlich und doch nah an der StadtDie Immobilie befindet sich in belebter Wohnlage in München Pasing. In direkter Umgebung finden Sie verschiedene Restaurants, Bäckereien, Cafés und zwei Einkaufszentren. Alle Geschäfte des täglichen Bedarfs sind fußläufig erreichbar, sowie Grün- und Parkanlagen, Fitnessstudios...",650000.0,3,75.0,81241,(Pasing-Obermenzing),Gewerblicher,1902,,2,Sofort
67,,Baujahr: 2007 1 Stellplatz: Garage ,,EnergieträgerFernwärme,"Die ehemalige Gemeinde Freimann wurde im Jahre 957 unter der Bezeichnung ""Frienmannun"" erstmals urkundlich erwähnt. Der alte Ortskern Freimanns befindet sich rund um die heutige St.-Nikolaus-Kirche an der Heinrich-Groh-Straße. Freimann ist ein begehrtes Wohngebiet für Jung und Alt und ein interessanter Standort für...",1080000.0,4,100.0,80939,(Schwabing-Freimann),Gewerblicher,,,,
68,,Bad mit Wanne Balkon Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1970 ,EnergieträgerGasHeizungsartZentralheizung,"Die Immobilie befindet sich nur ca. 10 Gehminuten von der U-Bahnhaltestelle St. Martinsplatz entfernt. Fahrtzeit zum Marienplatz ca. 17 Minuten.Neben Schulen, Kindergarten und Ärzten verfügtMoosach über eine sehr gute Infrastruktur.Sämtliche Geschäfte des täglichen Bedarfs befindensich in unmittelbarer...",475000.0,2,65.0,80993,(Moosach),Gewerblicher,1970,,3,
69,,"Bad mit Wanne, Gäste-WC Balkon Einbauküche Weitere Räume: Kelleranteil ",Baujahr: 1986 Personenaufzug 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung befindet sich im Stadtteil Sendling-Westpark in einer sehr ruhigen Wohnlage. In weniger als 5 Minuten erreichen Sie fußläufig den Westpark, welcher zu Spaziergängen, Joggen und anderen Freizeitaktivitäten einlädt. Ebenso befinden sich dort Biergärten und das Cafe Gans am Wasser, welche fußläufig erreichbar sind...",690000.0,3,73.4,81373,(Sendling-Westpark),,1986,,4,
70,Maria-Montessori-Str. xxx,1 Stellplatz ,,,"5-Zimmer-Maisonette-Wohnung mit 121 qm Wfl. im Erdgeschoss und Obergeschoss mit Dachterrasse; Baujahr 2009 - dazu Kellerabteil mit 12,30 qm Nfl., Sondernutzungsrecht an Garten- und Terrassenfläche mit 97 qm und Einzelstellplatz in der Tiefgarage",920000.0,5,121.0,81829,(Trudering-Riem),Gewerblicher,,,,
71,,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1981 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"Werksviertel und Wohnviertel: Das ist Berg am LaimBerg am Laim ist eingebettet zwischen Haidhausen, Trudering und Ramersdorf und hat mit dem Werksviertel, dem Technischen Rathaus und dem Behrpark einiges zu bieten. Mittlerweile ist Berg am Laim als Wohnviertel im Kommen, was nicht zuletzt an der Nähe zum Zentrum und der...",699900.0,3,84.0,81673,(Berg,Gewerblicher,1981,,2,Nach Vereinbarung
72,,Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1956 Personenaufzug ,EnergieträgerFernwärme,"Der Stadtteil Schwabing ist weltweit der Inbegriff für Münchner Lebensart. Die vielen Altbauten mit stilvollen, denkmalgeschützten Fassaden, die zahlreichen Cafés, Kneipen und Bars sowie das vielfältige Angebot an Boutiquen und Ladengeschäften prägen dieses Viertel und den damit verbundenen Lifestyle. Neben allen...",949500.0,3,87.0,80802,(Schwabing-Freimann),Gewerblicher,1956,,3,Sofort
73,,Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig ,Baujahr: 1960 ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der im Westen von München gelegene Stadtteil Neuhausen-Nymphenburg zeichnet sich durch Prachtbauten und großzügige Parkanlagen nicht nur als einer der ältesten, sondern auch als einer der schönsten Münchner Stadtteile aus. Dieser Stadtteil bietet Alleen wie die Nymphenburger Straße, die zum ausgiebigen Einkaufsbummel...",445000.0,1,60.37,80636,(Neuhausen-Nymphenburg),Gewerblicher,1960,,,
74,,Bad mit Dusche Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2004 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung überzeugt durch ihre zentrale, infrastrukturell hervorragende Lage im Stadtviertel Haidhausen. Mit dem Kustermannpark in nächster Nähe verspricht diese Wohnlage, nur 3 km von der Münchner Innenstadt entfernt, eine hohe Lebensqualität.Die Versorgung mit den Dingen des täglichen Bedarfs gestaltet sich durch...",829900.0,3,79.24,81669,(Ramersdorf-Perlach),Gewerblicher,2004,,2,Sofort
75,,"Bad mit Fenster und Wanne Balkon, Terrasse Böden: Laminat, Linoleum, Teppichboden Zustand: renovierungsbedürftig / sanierungsbedürftig ",Baujahr: 1962 Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Schon lange zählt die  Maxvorstadt zu einer der besten Wohnlagen Münchens. Viele kulturelle und künstlerische Einrichtungen, bedeutende Museen, Sammlungen und Bildungseinrichtungen konzentrieren sich hier. Die Universität, die technische Hochschule und die Kunstakademie befinden sich im Stadtteil. Das Publikum ist...",732000.0,3,77.0,80797,(Maxvorstadt),Gewerblicher,1962,,,
76,,Gäste-WC Terrasse Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2023 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerElektro,"Attraktive Wohngegend Diverse Sportmöglichkeiten direkt in der Nähe Schwimmbäder in der Umgebung Umfangreiches Veranstaltungs- und Freizeitangebot Grund- , Mittel- und Realschule, Gymnasium Musikschulen Kindergarten und Kinderkrippe in der Umgebung B304 führt zur A99 und in die Innenstadt Nur...",940000.0,3,88.0,81673,(Berg,Gewerblicher,2023,,Ground,
77,,"Bad mit Fenster, Wanne und Dusche Einbauküche Ausstattung: neuwertig ",Baujahr: 2017 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Berg am Laim liegt im Osten von München und ist eingebettet zwischen Haidhausen im Westen, Trudering im Osten und Ramersdorf im Süden.Berg am Laim zählt zu den Münchner Stadtvierteln, die ihren Charme erst auf den zweiten Blick entfalten. Umgeben von Wohnblöcken, ist das Viertel mit seinem neuen Unternehmenszentrum, dem...",750000.0,3,78.15,81673,(Berg,Gewerblicher,2017,,2,
78,,"Bad mit Fenster, Wanne und Dusche Balkon offene Küche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: Erstbezug kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ","Baujahr: 2022 Zustand: Neubau 1 Stellplatz: Garage, Außen-Stellplatz ","EnergieträgerSolarHeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung","Das Stadthaus entsteht im Stadtteil Moosach im Nord-Westen von München in einem gewachsenen Umfeld.Die gute Infrastruktur, Einkaufsmöglichkeiten, Kindergarten und Schulen sind in wenigen Minuten fußläufig zu erreichen. Die S- und U-Bahn-Anbindung sind nur ca. 800 Meter entfernt. Die S1 fährt in knapp 25...",898000.0,3,71.0,80997,(Moosach),Gewerblicher,2022,,1,2023
79,,,,,"Wohnung Nr. 2 im OG, 91 m² Wfl., bestehend aus Diele, Gäste-WC, Abstellraum, 2 Schlafzimmern, Bad/WC, Küche mit Essbereich, Wohnzimmer und Balkon, sowie Kellerraum, Garage und Gartenanteil, Bj. um 1960 - zeitgleich werden noch zwei weitere Wohnungen versteigertBitte kontaktieren Sie uns bei weiteren Fragen...",750000.0,3,91.0,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,,,,
80,Höslstraße 16,"Bad mit Wanne und Dusche, Gäste-WC Balkon barrierefrei Böden: Holzdielen, Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil, Abstellraum ",Personenaufzug 1 Stellplatz ,HeizungsartFußbodenheizung,"In gewachsener Nachbarschaft am Denninger Anger, einem der größten Grünzüge Bogenhausens, wird ein anspruchsvolles Projekt realisiert: Die Häuser Höslstraße 16 | 20 | 22 bilden ein stimmiges Ensemble von klassisch inspirierter Villenarchitektur auf einem parkähnlich angelegten Grundstück. Wie eh und je ist es das...",1185000.0,2,74.27,81927,(Bogenhausen),Gewerblicher,,,Ground,2024
81,,Gäste-WC Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1958 Personenaufzug ,EnergieträgerGasHeizungsartEtagenheizung,"München-Schwabing - Es gibt wenige Lagen, die fast alles haben - mitten in der City und dennoch entspannt. Ihr neues Zuhause befindet sich in einer ruhigen Einbahnstraße in einer der beliebtesten und wohl begehrtesten Wohngegenden der Landeshauptstadt. Schwabing, ein weit über die Grenzen Münchens hinaus bekannter Stadtteil...",545000.0,2,63.0,80803,(Schwabing-West),Gewerblicher,1958,,Ground,Sofort
82,,"Bad mit Dusche Balkon, Garten Einbauküche barrierefrei Böden: Laminat Ausstattung: möbliert Zustand: gepflegt ",Baujahr: 1969 Personenaufzug ,EnergieträgerFernwärme,"Die Wohnanlage ist in einem sehr gepflegten Zustand. Der Standort profitiert von seiner Nähe zum gefragten Wohnviertel Alt-Solln.Verkehrsanbindung:- Bushaltestelle Nr. 134, 151, N41 direkt vor der Tür- U-Bahn: ca 7 Fahrminuten zur U3 ""Forstenrieder-Allee""- Anbindung: ca. 5 Fahrminuten zur Autobahn A95...",325000.0,1,36.0,81477,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1969,,3,
83,,"Bad mit Fenster, Wanne und Dusche, Gäste-WC Balkon, Garten, Loggia Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1969 1 Stellplatz: Tiefgarage ,HeizungsartZentralheizung,Obermenzing ist eine gehobene Wohngegend mit dörflichem Charakter im Münchner Westen. Der Stadtteil grenzt an den Nymphenburger Park und wird von den beiden Flüssen Würm und dem Schlosskanal durchzogen. Die benachbarten Stadtteile sind Nymphenburg / Gern und Pasing. Die S-Bahnlinie S2 schließt den Stadtteil an das öffentliche...,825000.0,3,98.0,81247,(Pasing-Obermenzing),Gewerblicher,1969,,1,Sofort
84,,"Gäste-WC Einbauküche Böden: Fliesenboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1989 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartFußbodenheizung,"Schwabing ist ein Stadtteil im Norden Münchens. Schwabing ist mit etwa 100.000 Einwohnern der bevölkerungsreichste Stadtteil Münchens.Für viele Münchner ist Schwabing nicht nur ein Stadtteil, sondern ein Lebensgefühl: Nachmittage im Café, Flanieren auf der Leopoldstraße, laue Abende im Englischen Garten. Die Münchner...",990000.0,3,69.0,80802,(Schwabing-Freimann),Gewerblicher,1989,,2,Sofort
